Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.113044,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.21964,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.326184,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.432428,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.53891,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.645288,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.751998,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.854451,0.0,0.0,0.0,0.0,170.0,50.0,10.0
1.961005,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.067604,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.173996,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.280356,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.386802,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.494539,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.600057,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.706625,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.808552,0.0,0.0,0.0,0.0,170.0,50.0,10.0
2.915332,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.021478,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.128081,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.235262,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.34094,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.447361,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.553936,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.660425,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.762875,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.86936,0.0,0.0,0.0,0.0,170.0,50.0,10.0
3.975959,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.082381,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.189156,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.295281,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.401804,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.50976,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.611032,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.717244,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.82364,0.0,0.0,0.0,0.0,170.0,50.0,10.0
4.930118,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.036806,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.143394,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.250067,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.356302,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.462544,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.564981,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.671585,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.778033,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.884657,0.0,0.0,0.0,0.0,170.0,50.0,10.0
5.991322,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.097841,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.203942,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.310388,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.417113,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.520245,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.625993,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.732462,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.838787,0.0,0.0,0.0,0.0,170.0,50.0,10.0
6.945414,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.051854,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.1582,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.264715,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.37145,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.474276,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.581049,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.686728,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.793142,0.0,0.0,0.0,0.0,170.0,50.0,10.0
7.899812,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.006182,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.113304,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.219787,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.325875,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.428317,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.534815,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.641264,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.747531,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.853906,0.0,0.0,0.0,0.0,170.0,50.0,10.0
8.960626,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.067417,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.173371,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.275881,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.382316,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.488834,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.595481,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.702132,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.808724,0.0,0.0,0.0,0.0,170.0,50.0,10.0
9.915504,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.021318,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.127671,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.230208,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.336748,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.443232,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.549745,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.656746,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.762538,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.869065,0.0,0.0,0.0,0.0,170.0,50.0,10.0
10.975836,0.0,0.0,0.0,0.0,170.0,50.0,10.0
11.135368,0.0,0.25,60.21,0.25,170.0,50.0,10.0
11.279371,0.2203,0.25,-7.93,0.029700000000000004,170.0,50.0,10.0
11.38516,0.0342,0.25,57.44,0.2158,170.0,50.0,10.0
11.49188,0.2021,0.25,-3.79,0.0479,170.0,50.0,10.0
11.598334,0.0321,0.25,57.86,0.2179,170.0,50.0,10.0
11.708716,0.1983,0.25,-1.56,0.051699999999999996,170.0,50.0,10.0
11.815174,0.0327,0.25,58.77,0.2173,170.0,50.0,10.0
11.921769,0.2035,0.25,-1.46,0.046500000000000014,170.0,50.0,10.0
12.028365,0.0327,0.25,60.51,0.2173,170.0,50.0,10.0
12.135137,0.2119,0.25,-2.45,0.038099999999999995,170.0,50.0,10.0
12.241248,0.0331,0.25,62.56,0.2169,170.0,50.0,10.0
12.34797,0.2184,0.25,-2.79,0.03159999999999999,170.0,50.0,10.0
12.458172,0.0349,0.25,64.02,0.2151,170.0,50.0,10.0
12.564681,0.2213,0.25,-1.92,0.028700000000000003,170.0,50.0,10.0
12.671419,0.0357,0.25,65.52,0.2143,170.0,50.0,10.0
12.777788,0.2273,0.25,-2.18,0.022699999999999998,170.0,50.0,10.0
12.884783,0.0361,0.25,67.09,0.2139,170.0,50.0,10.0
12.990696,0.2359,0.25,-3.33,0.014100000000000001,170.0,50.0,10.0
13.097451,0.0376,0.25,68.7,0.2124,170.0,50.0,10.0
13.207758,0.2394,0.25,-2.93,0.010599999999999998,170.0,50.0,10.0
13.314427,0.0373,0.25,70.32,0.2127,170.0,50.0,10.0
13.421517,0.241,0.25,-2.01,0.009000000000000008,170.0,50.0,10.0
13.527197,0.0389,0.25,71.39,0.2111,170.0,50.0,10.0
13.633952,0.2433,0.25,-1.33,0.0067000000000000115,170.0,50.0,10.0
13.740736,0.0396,0.25,72.57,0.2104,170.0,50.0,10.0
13.846991,0.2501,0.25,-1.93,9.999999999998899e-05,170.0,50.0,10.0
13.95745,0.0411,0.25,73.75,0.2089,170.0,50.0,10.0
14.063695,0.2563,0.25,-2.51,0.006299999999999972,170.0,50.0,10.0
14.17059,0.0399,0.25,75.72,0.2101,170.0,50.0,10.0
14.27682,0.2633,0.25,-3.41,0.013299999999999979,170.0,50.0,10.0
14.383407,0.0418,0.25,76.93,0.2082,170.0,50.0,10.0
14.490517,0.2549,0.25,0.23,0.0049000000000000155,170.0,50.0,10.0
14.596623,0.0418,0.25,77.6,0.2082,170.0,50.0,10.0
14.702981,0.2611,0.25,-0.35,0.011099999999999999,170.0,50.0,10.0
14.8103,0.0409,0.25,79.26,0.2091,170.0,50.0,10.0
14.919832,0.2731,0.25,-2.61,0.02310000000000001,170.0,50.0,10.0
15.026955,0.0429,0.25,80.64,0.2071,170.0,50.0,10.0
15.132787,0.2791,0.25,-3.23,0.029100000000000015,170.0,50.0,10.0
15.239475,0.0434,0.25,82.03,0.2066,170.0,50.0,10.0
15.345912,0.2806,0.25,-2.45,0.030600000000000016,170.0,50.0,10.0
15.452286,0.0461,0.25,82.58,0.2039,170.0,50.0,10.0
15.558749,0.2782,0.25,-0.63,0.028200000000000003,170.0,50.0,10.0
15.669411,0.0456,0.25,83.22,0.2044,170.0,50.0,10.0
15.775815,0.2898,0.25,-3.06,0.0398,170.0,50.0,10.0
15.882654,0.0469,0.25,84.65,0.2031,170.0,50.0,10.0
