Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.11232,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.218914,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.325276,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.431741,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.538236,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.644875,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.751298,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.857616,0.0,0.0,0.0,0.0,130.0,25.0,20.0
1.964124,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.066526,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.173115,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.279671,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.386289,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.492593,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.598919,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.705543,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.811924,0.0,0.0,0.0,0.0,130.0,25.0,20.0
2.918624,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.02091,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.127507,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.233922,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.340318,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.446757,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.553324,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.659867,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.766177,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.87273,0.0,0.0,0.0,0.0,130.0,25.0,20.0
3.975941,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.081704,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.18857,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.294665,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.401084,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.507676,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.613965,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.720708,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.827048,0.0,0.0,0.0,0.0,130.0,25.0,20.0
4.929897,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.036014,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.142493,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.248998,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.355378,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.46189,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.568503,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.674906,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.782269,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.884484,0.0,0.0,0.0,0.0,130.0,25.0,20.0
5.991152,0.0,0.0,0.0,0.0,130.0,25.0,20.0
6.096865,0.0,0.0,0.0,0.0,130.0,25.0,20.0
