Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.115386,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.22188,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.32858,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.434857,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.545361,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.651896,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.758568,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.865008,0.0,0.0,0.0,0.0,170.0,400.0,15.0
1.97132,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.077857,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.18434,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.290921,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.401435,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.507945,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.614406,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.721024,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.828035,0.0,0.0,0.0,0.0,170.0,400.0,15.0
2.934009,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.040485,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.150972,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.257421,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.363994,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.470818,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.577003,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.683662,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.7902,0.0,0.0,0.0,0.0,170.0,400.0,15.0
3.900661,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.006908,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.113491,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.220144,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.326497,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.433006,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.539633,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.649998,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.756447,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.86308,0.0,0.0,0.0,0.0,170.0,400.0,15.0
4.969621,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.076054,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.182634,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.289158,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.399529,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.505971,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.612612,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.719088,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.825586,0.0,0.0,0.0,0.0,170.0,400.0,15.0
5.932233,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.038979,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.149054,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.2557,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.362309,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.468796,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.575168,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.681646,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.788204,0.0,0.0,0.0,0.0,170.0,400.0,15.0
6.898601,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.005129,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.111627,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.218094,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.325014,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.431159,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.537786,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.644213,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.754651,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.861152,0.0,0.0,0.0,0.0,170.0,400.0,15.0
7.96761,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.074215,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.180809,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.28719,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.393615,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.504118,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.610721,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.717194,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.823756,0.0,0.0,0.0,0.0,170.0,400.0,15.0
8.930342,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.036636,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.143174,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.253616,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.360156,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.466656,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.573293,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.679729,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.786316,0.0,0.0,0.0,0.0,170.0,400.0,15.0
9.892746,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.003207,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.109698,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.216105,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.322741,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.429369,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.535718,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.642299,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.752822,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.859202,0.0,0.0,0.0,0.0,170.0,400.0,15.0
10.965753,0.0,0.0,0.0,0.0,170.0,400.0,15.0
11.072425,0.0,0.0,0.0,0.0,170.0,400.0,15.0
11.232046,0.0,0.25,81.89,0.25,170.0,400.0,15.0
11.342591,0.2428,0.25,-16.4,0.007200000000000012,170.0,400.0,15.0
11.449337,0.038,0.25,89.71,0.212,170.0,400.0,15.0
11.559602,0.243,0.25,-1.24,0.007000000000000006,170.0,400.0,15.0
11.666134,0.0348,0.25,100.83,0.2152,170.0,400.0,15.0
11.776656,0.2467,0.25,6.89,0.0032999999999999974,170.0,400.0,15.0
11.883169,0.0521,0.25,104.88,0.1979,170.0,400.0,15.0
11.993727,0.2419,0.25,19.57,0.008099999999999996,170.0,400.0,15.0
12.100191,0.0914,0.25,98.9,0.15860000000000002,170.0,400.0,15.0
12.207024,0.2384,0.25,33.07,0.0116,170.0,400.0,15.0
12.3173,0.1237,0.25,94.49,0.1263,170.0,400.0,15.0
12.423893,0.2363,0.25,44.5,0.01369999999999999,170.0,400.0,15.0
12.534372,0.1539,0.25,89.74,0.09609999999999999,170.0,400.0,15.0
12.641013,0.2303,0.25,55.66,0.019699999999999995,170.0,400.0,15.0
12.747574,0.1776,0.25,85.64,0.07239999999999999,170.0,400.0,15.0
12.857948,0.2201,0.25,66.45,0.02990000000000001,170.0,400.0,15.0
12.964511,0.1938,0.25,82.85,0.0562,170.0,400.0,15.0
13.074996,0.2175,0.25,73.3,0.0325,170.0,400.0,15.0
13.181553,0.207,0.25,81.67,0.04300000000000001,170.0,400.0,15.0
13.288388,0.2152,0.25,79.21,0.0348,170.0,400.0,15.0
13.39852,0.2154,0.25,81.79,0.03459999999999999,170.0,400.0,15.0
13.505078,0.2109,0.25,84.89,0.039099999999999996,170.0,400.0,15.0
13.611754,0.2152,0.25,84.43,0.0348,170.0,400.0,15.0
13.722181,0.2125,0.25,87.48,0.037500000000000006,170.0,400.0,15.0
13.828931,0.2239,0.25,84.73,0.026100000000000012,170.0,400.0,15.0
13.939321,0.2193,0.25,89.07,0.030700000000000005,170.0,400.0,15.0
14.045923,0.2271,0.25,87.0,0.022900000000000004,170.0,400.0,15.0
14.152224,0.2222,0.25,90.8,0.02779999999999999,170.0,400.0,15.0
14.262854,0.2251,0.25,90.29,0.024900000000000005,170.0,400.0,15.0
14.369594,0.2283,0.25,90.66,0.021699999999999997,170.0,400.0,15.0
14.479838,0.2334,0.25,90.24,0.016600000000000004,170.0,400.0,15.0
14.586424,0.2328,0.25,91.88,0.017199999999999993,170.0,400.0,15.0
14.693115,0.2311,0.25,93.15,0.0189,170.0,400.0,15.0
14.803491,0.2359,0.25,92.04,0.014100000000000001,170.0,400.0,15.0
14.90997,0.2301,0.25,95.33,0.0199,170.0,400.0,15.0
15.02051,0.2384,0.25,92.49,0.0116,170.0,400.0,15.0
15.127125,0.2351,0.25,95.32,0.014899999999999997,170.0,400.0,15.0
15.233649,0.2411,0.25,93.39,0.008899999999999991,170.0,400.0,15.0
15.34413,0.2361,0.25,96.34,0.013899999999999996,170.0,400.0,15.0
15.450684,0.2372,0.25,95.89,0.012800000000000006,170.0,400.0,15.0
15.56129,0.2354,0.25,97.2,0.014600000000000002,170.0,400.0,15.0
15.667788,0.2475,0.25,93.34,0.0025000000000000022,170.0,400.0,15.0
15.774154,0.2371,0.25,98.78,0.012899999999999995,170.0,400.0,15.0
15.884697,0.2435,0.25,95.68,0.006500000000000006,170.0,400.0,15.0
15.991287,0.2414,0.25,97.58,0.008599999999999997,170.0,400.0,15.0
16.101812,0.2368,0.25,99.28,0.01319999999999999,170.0,400.0,15.0
16.245159,0.2492,0.25,95.28,0.0007999999999999952,170.0,400.0,15.0
16.351657,0.2402,0.25,99.76,0.009800000000000003,170.0,400.0,15.0
16.462215,0.2504,0.25,95.35,0.00040000000000001146,170.0,400.0,15.0
16.573084,0.2366,0.25,101.62,0.013399999999999995,170.0,400.0,15.0
16.679327,0.2467,0.25,96.75,0.0032999999999999974,170.0,400.0,15.0
16.786027,0.242,0.25,99.92,0.008000000000000007,170.0,400.0,15.0
16.896354,0.2484,0.25,97.36,0.0015999999999999903,170.0,400.0,15.0
17.00302,0.2473,0.25,98.72,0.002700000000000008,170.0,400.0,15.0
17.10939,0.2454,0.25,99.36,0.004599999999999993,170.0,400.0,15.0
17.22002,0.2431,0.25,100.09,0.0068999999999999895,170.0,400.0,15.0
17.330526,0.2513,0.25,97.21,0.0013000000000000234,170.0,400.0,15.0
17.437051,0.2436,0.25,100.96,0.006399999999999989,170.0,400.0,15.0
17.547607,0.2498,0.25,98.03,0.00020000000000000573,170.0,400.0,15.0
17.654097,0.2507,0.25,98.57,0.0006999999999999784,170.0,400.0,15.0
17.764711,0.2425,0.25,101.54,0.007500000000000007,170.0,400.0,15.0
