Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.113723,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.220098,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.326801,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.433033,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.539358,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.646039,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.748389,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.855202,0.0,0.0,0.0,0.0,120.0,450.0,1.0
1.961481,0.0,0.0,0.0,0.0,120.0,450.0,1.0
2.068125,0.0,0.0,0.0,0.0,120.0,450.0,1.0
2.227919,0.0,0.5,96.07,0.5,120.0,450.0,1.0
2.334137,0.3626,0.5,52.43,0.13740000000000002,120.0,450.0,1.0
2.440546,0.283,0.5,76.54,0.21700000000000003,120.0,450.0,1.0
2.551141,0.3403,0.5,76.07,0.1597,120.0,450.0,1.0
2.65763,0.3593,0.5,80.93,0.1407,120.0,450.0,1.0
2.764433,0.3746,0.5,85.15,0.1254,120.0,450.0,1.0
2.870952,0.3981,0.5,87.18,0.10189999999999999,120.0,450.0,1.0
2.977437,0.4075,0.5,90.68,0.09250000000000003,120.0,450.0,1.0
3.083711,0.4265,0.5,91.8,0.07350000000000001,120.0,450.0,1.0
3.190193,0.4267,0.5,95.52,0.07329999999999998,120.0,450.0,1.0
3.300717,0.4539,0.5,94.21,0.046099999999999974,120.0,450.0,1.0
3.40797,0.443,0.5,98.64,0.056999999999999995,120.0,450.0,1.0
3.514277,0.4592,0.5,98.42,0.0408,120.0,450.0,1.0
3.620383,0.4719,0.5,98.26,0.028100000000000014,120.0,450.0,1.0
3.726708,0.4603,0.5,101.82,0.03970000000000001,120.0,450.0,1.0
3.8373,0.4765,0.5,100.76,0.02350000000000002,120.0,450.0,1.0
3.94374,0.4771,0.5,101.94,0.022899999999999976,120.0,450.0,1.0
4.054253,0.4652,0.5,105.17,0.0348,120.0,450.0,1.0
4.16087,0.494,0.5,101.64,0.006000000000000005,120.0,450.0,1.0
4.267333,0.4843,0.5,103.92,0.015699999999999992,120.0,450.0,1.0
4.377848,0.4805,0.5,105.28,0.019500000000000017,120.0,450.0,1.0
4.484438,0.5059,0.5,101.68,0.005900000000000016,120.0,450.0,1.0
4.594884,0.478,0.5,106.59,0.02200000000000002,120.0,450.0,1.0
4.701436,0.4981,0.5,103.83,0.0019000000000000128,120.0,450.0,1.0
4.807966,0.4955,0.5,104.58,0.004500000000000004,120.0,450.0,1.0
4.918475,0.4932,0.5,105.18,0.006799999999999973,120.0,450.0,1.0
5.025042,0.5014,0.5,104.04,0.0013999999999999568,120.0,450.0,1.0
5.131623,0.4979,0.5,104.66,0.0020999999999999908,120.0,450.0,1.0
5.241993,0.4886,0.5,106.4,0.011400000000000021,120.0,450.0,1.0
5.34881,0.5044,0.5,104.04,0.0043999999999999595,120.0,450.0,1.0
5.459263,0.4975,0.5,105.21,0.0025000000000000022,120.0,450.0,1.0
5.565712,0.4982,0.5,105.14,0.0018000000000000238,120.0,450.0,1.0
5.67235,0.5019,0.5,104.58,0.0019000000000000128,120.0,450.0,1.0
5.782764,0.4887,0.5,106.88,0.011299999999999977,120.0,450.0,1.0
5.889214,0.5092,0.5,103.65,0.009199999999999986,120.0,450.0,1.0
5.99979,0.4885,0.5,107.09,0.01150000000000001,120.0,450.0,1.0
6.143081,0.5052,0.5,104.43,0.005199999999999982,120.0,450.0,1.0
6.253656,0.4946,0.5,106.19,0.005400000000000016,120.0,450.0,1.0
6.360187,0.5048,0.5,104.54,0.0048000000000000265,120.0,450.0,1.0
6.467005,0.4933,0.5,106.45,0.006699999999999984,120.0,450.0,1.0
