Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.115339,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.218453,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.324577,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.430706,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.537306,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.643795,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.750226,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.856624,0.0,0.0,0.0,0.0,50.0,400.0,10.0
1.96313,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.069926,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.17199,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.278665,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.385073,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.491507,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.597835,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.704459,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.810961,0.0,0.0,0.0,0.0,50.0,400.0,10.0
2.917715,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.019957,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.126608,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.232994,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.339506,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.445744,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.553335,0.0,0.0,0.0,0.0,50.0,400.0,10.0
3.712267,0.0,0.25,44.13,0.25,50.0,400.0,10.0
3.8188,0.1306,0.25,14.87,0.1194,50.0,400.0,10.0
3.925461,0.0595,0.25,45.43,0.1905,50.0,400.0,10.0
4.031658,0.137,0.25,32.51,0.11299999999999999,50.0,400.0,10.0
4.142033,0.1162,0.25,48.47,0.1338,50.0,400.0,10.0
4.248585,0.1511,0.25,45.8,0.09889999999999999,50.0,400.0,10.0
4.355107,0.153,0.25,52.89,0.097,50.0,400.0,10.0
4.462104,0.1616,0.25,55.66,0.0884,50.0,400.0,10.0
4.568732,0.1642,0.25,59.76,0.08579999999999999,50.0,400.0,10.0
4.674498,0.1653,0.25,63.46,0.0847,50.0,400.0,10.0
4.781702,0.1652,0.25,67.21,0.08479999999999999,50.0,400.0,10.0
4.891549,0.1723,0.25,69.5,0.07769999999999999,50.0,400.0,10.0
4.998146,0.1724,0.25,73.48,0.0776,50.0,400.0,10.0
5.105117,0.1751,0.25,76.33,0.0749,50.0,400.0,10.0
5.211049,0.1826,0.25,78.35,0.06739999999999999,50.0,400.0,10.0
5.317847,0.1768,0.25,83.06,0.07319999999999999,50.0,400.0,10.0
5.424117,0.1885,0.25,83.43,0.0615,50.0,400.0,10.0
5.530614,0.1863,0.25,87.61,0.0637,50.0,400.0,10.0
5.64101,0.192,0.25,89.06,0.057999999999999996,50.0,400.0,10.0
5.7476,0.1936,0.25,91.78,0.056400000000000006,50.0,400.0,10.0
5.854348,0.1947,0.25,94.15,0.05529999999999999,50.0,400.0,10.0
5.960759,0.2055,0.25,94.6,0.04450000000000001,50.0,400.0,10.0
6.06787,0.2075,0.25,97.15,0.04250000000000001,50.0,400.0,10.0
6.21069,0.2106,0.25,99.23,0.03939999999999999,50.0,400.0,10.0
6.320986,0.2122,0.25,100.86,0.0378,50.0,400.0,10.0
6.427828,0.2152,0.25,102.07,0.0348,50.0,400.0,10.0
6.538275,0.2143,0.25,104.02,0.03570000000000001,50.0,400.0,10.0
6.644567,0.2207,0.25,104.3,0.029299999999999993,50.0,400.0,10.0
6.751464,0.2295,0.25,104.52,0.02049999999999999,50.0,400.0,10.0
6.861702,0.2274,0.25,106.6,0.02260000000000001,50.0,400.0,10.0
6.968298,0.2261,0.25,107.64,0.023900000000000005,50.0,400.0,10.0
7.078757,0.2275,0.25,108.29,0.022499999999999992,50.0,400.0,10.0
7.185206,0.2264,0.25,109.61,0.02360000000000001,50.0,400.0,10.0
7.29191,0.2364,0.25,108.65,0.013600000000000001,50.0,400.0,10.0
7.402205,0.2311,0.25,111.16,0.0189,50.0,400.0,10.0
7.508778,0.233,0.25,111.14,0.016999999999999987,50.0,400.0,10.0
7.615402,0.2329,0.25,112.07,0.017100000000000004,50.0,400.0,10.0
7.725853,0.2332,0.25,112.74,0.01680000000000001,50.0,400.0,10.0
7.832288,0.2307,0.25,113.96,0.01930000000000001,50.0,400.0,10.0
7.942934,0.2356,0.25,113.65,0.014399999999999996,50.0,400.0,10.0
8.051056,0.2312,0.25,115.55,0.01880000000000001,50.0,400.0,10.0
8.155904,0.2352,0.25,115.2,0.014800000000000008,50.0,400.0,10.0
8.266434,0.2301,0.25,117.17,0.0199,50.0,400.0,10.0
8.373083,0.2333,0.25,116.97,0.016699999999999993,50.0,400.0,10.0
8.483592,0.2331,0.25,118.01,0.0169,50.0,400.0,10.0
8.590365,0.2311,0.25,119.11,0.0189,50.0,400.0,10.0
8.696548,0.2333,0.25,119.33,0.016699999999999993,50.0,400.0,10.0
8.807127,0.2328,0.25,120.35,0.017199999999999993,50.0,400.0,10.0
8.91371,0.2325,0.25,121.1,0.017499999999999988,50.0,400.0,10.0
9.024363,0.2333,0.25,121.68,0.016699999999999993,50.0,400.0,10.0
9.130841,0.233,0.25,122.54,0.016999999999999987,50.0,400.0,10.0
9.237517,0.2307,0.25,123.66,0.01930000000000001,50.0,400.0,10.0
9.347757,0.2352,0.25,123.45,0.014800000000000008,50.0,400.0,10.0
9.454226,0.2309,0.25,125.31,0.019100000000000006,50.0,400.0,10.0
9.564988,0.2327,0.25,125.41,0.01730000000000001,50.0,400.0,10.0
9.671336,0.2336,0.25,126.16,0.016399999999999998,50.0,400.0,10.0
9.777842,0.2331,0.25,127.03,0.0169,50.0,400.0,10.0
9.888366,0.2331,0.25,127.73,0.0169,50.0,400.0,10.0
9.994996,0.2326,0.25,128.54,0.0174,50.0,400.0,10.0
10.105412,0.2309,0.25,129.57,0.019100000000000006,50.0,400.0,10.0
10.211977,0.2331,0.25,129.84,0.0169,50.0,400.0,10.0
