Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.111658,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.218228,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.32448,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.430979,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.537579,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.643931,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.750669,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.853759,0.0,0.0,0.0,0.0,120.0,450.0,2.0
1.960043,0.0,0.0,0.0,0.0,120.0,450.0,2.0
2.06596,0.0,0.0,0.0,0.0,120.0,450.0,2.0
2.225652,0.0,0.25,49.76,0.25,120.0,450.0,2.0
2.332176,0.1931,0.25,22.34,0.056900000000000006,120.0,450.0,2.0
2.442946,0.1208,0.25,42.16,0.12919999999999998,120.0,450.0,2.0
2.549771,0.1807,0.25,35.84,0.0693,120.0,450.0,2.0
2.655766,0.1659,0.25,43.05,0.08410000000000001,120.0,450.0,2.0
2.762144,0.1923,0.25,41.9,0.0577,120.0,450.0,2.0
2.869508,0.1932,0.25,45.01,0.05679999999999999,120.0,450.0,2.0
2.975223,0.2072,0.25,45.16,0.042800000000000005,120.0,450.0,2.0
3.081826,0.215,0.25,46.01,0.035,120.0,450.0,2.0
3.192136,0.2139,0.25,48.06,0.03609999999999999,120.0,450.0,2.0
3.298731,0.2246,0.25,47.78,0.025400000000000006,120.0,450.0,2.0
3.4051,0.2172,0.25,50.59,0.032799999999999996,120.0,450.0,2.0
3.51158,0.2304,0.25,49.57,0.019600000000000006,120.0,450.0,2.0
3.618221,0.2347,0.25,49.96,0.015300000000000008,120.0,450.0,2.0
3.724529,0.2301,0.25,51.65,0.0199,120.0,450.0,2.0
3.831054,0.2417,0.25,50.35,0.008300000000000002,120.0,450.0,2.0
3.941613,0.2306,0.25,53.04,0.0194,120.0,450.0,2.0
4.048169,0.2445,0.25,51.18,0.005500000000000005,120.0,450.0,2.0
4.154725,0.2417,0.25,52.22,0.008300000000000002,120.0,450.0,2.0
4.261083,0.246,0.25,51.77,0.0040000000000000036,120.0,450.0,2.0
4.367847,0.2391,0.25,53.33,0.010899999999999993,120.0,450.0,2.0
4.474175,0.2506,0.25,51.58,0.0005999999999999894,120.0,450.0,2.0
4.580642,0.2367,0.25,54.38,0.013300000000000006,120.0,450.0,2.0
4.687203,0.2531,0.25,51.68,0.0030999999999999917,120.0,450.0,2.0
4.797697,0.2419,0.25,53.94,0.008099999999999996,120.0,450.0,2.0
4.904241,0.25,0.25,52.62,0.0,120.0,450.0,2.0
5.010606,0.2459,0.25,53.53,0.0040999999999999925,120.0,450.0,2.0
5.117316,0.2471,0.25,53.42,0.0029000000000000137,120.0,450.0,2.0
5.223561,0.2468,0.25,53.65,0.0032000000000000084,120.0,450.0,2.0
5.330088,0.2504,0.25,53.12,0.00040000000000001146,120.0,450.0,2.0
5.436588,0.2487,0.25,53.49,0.0012999999999999956,120.0,450.0,2.0
5.547062,0.2518,0.25,52.94,0.0018000000000000238,120.0,450.0,2.0
5.653585,0.2424,0.25,54.67,0.007599999999999996,120.0,450.0,2.0
5.760137,0.2512,0.25,53.23,0.0011999999999999789,120.0,450.0,2.0
5.866643,0.2469,0.25,54.12,0.0030999999999999917,120.0,450.0,2.0
5.973238,0.2542,0.25,52.83,0.0041999999999999815,120.0,450.0,2.0
6.116526,0.2455,0.25,54.43,0.004500000000000004,120.0,450.0,2.0
6.22704,0.2533,0.25,53.07,0.003300000000000025,120.0,450.0,2.0
6.333501,0.2455,0.25,54.51,0.004500000000000004,120.0,450.0,2.0
6.440108,0.2531,0.25,53.17,0.0030999999999999917,120.0,450.0,2.0
6.546554,0.2512,0.25,53.51,0.0011999999999999789,120.0,450.0,2.0
6.653232,0.2502,0.25,53.6,0.00019999999999997797,120.0,450.0,2.0
6.759761,0.2492,0.25,53.77,0.0007999999999999952,120.0,450.0,2.0
6.866123,0.2473,0.25,54.14,0.002700000000000008,120.0,450.0,2.0
