Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.114678,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.221039,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.327285,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.43382,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.536493,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.643248,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.749222,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.856155,0.0,0.0,0.0,0.0,100.0,400.0,8.0
1.962458,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.068936,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.175225,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.28174,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.388171,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.490736,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.597421,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.703706,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.810235,0.0,0.0,0.0,0.0,100.0,400.0,8.0
2.916774,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.023143,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.129628,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.235973,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.342565,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.445205,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.551512,0.0,0.0,0.0,0.0,100.0,400.0,8.0
3.711364,0.0,0.25,53.5,0.25,100.0,400.0,8.0
3.821711,0.1592,0.25,17.07,0.09079999999999999,100.0,400.0,8.0
3.928252,0.079,0.25,50.31,0.17099999999999999,100.0,400.0,8.0
4.034728,0.1534,0.25,35.43,0.09659999999999999,100.0,400.0,8.0
4.141231,0.1268,0.25,50.92,0.1232,100.0,400.0,8.0
4.247947,0.1604,0.25,46.95,0.08960000000000001,100.0,400.0,8.0
4.354282,0.1593,0.25,53.49,0.0907,100.0,400.0,8.0
4.460872,0.1659,0.25,55.88,0.08410000000000001,100.0,400.0,8.0
4.571264,0.1654,0.25,60.08,0.08460000000000001,100.0,400.0,8.0
4.677746,0.165,0.25,63.74,0.08499999999999999,100.0,400.0,8.0
4.784199,0.1696,0.25,66.37,0.0804,100.0,400.0,8.0
4.890893,0.1744,0.25,69.09,0.0756,100.0,400.0,8.0
4.997343,0.1784,0.25,71.82,0.0716,100.0,400.0,8.0
5.104018,0.1817,0.25,74.5,0.0683,100.0,400.0,8.0
5.210422,0.1914,0.25,75.52,0.05860000000000001,100.0,400.0,8.0
5.31695,0.1869,0.25,79.76,0.06309999999999999,100.0,400.0,8.0
5.427243,0.1906,0.25,81.3,0.05940000000000001,100.0,400.0,8.0
5.533978,0.1881,0.25,84.68,0.06190000000000001,100.0,400.0,8.0
5.640295,0.1937,0.25,85.93,0.05629999999999999,100.0,400.0,8.0
5.747048,0.1934,0.25,88.82,0.05660000000000001,100.0,400.0,8.0
5.853317,0.2013,0.25,89.5,0.04869999999999999,100.0,400.0,8.0
5.96011,0.2069,0.25,90.96,0.0431,100.0,400.0,8.0
6.066595,0.2096,0.25,92.64,0.04039999999999999,100.0,400.0,8.0
6.213735,0.2113,0.25,94.82,0.03870000000000001,100.0,400.0,8.0
6.320338,0.2136,0.25,96.07,0.03639999999999999,100.0,400.0,8.0
6.426989,0.2153,0.25,97.43,0.03470000000000001,100.0,400.0,8.0
6.53321,0.2217,0.25,97.64,0.028299999999999992,100.0,400.0,8.0
6.639765,0.2238,0.25,98.89,0.0262,100.0,400.0,8.0
6.746269,0.2304,0.25,98.73,0.019600000000000006,100.0,400.0,8.0
6.856783,0.2248,0.25,101.28,0.0252,100.0,400.0,8.0
6.963451,0.232,0.25,100.39,0.017999999999999988,100.0,400.0,8.0
7.073765,0.2327,0.25,101.55,0.01730000000000001,100.0,400.0,8.0
7.18042,0.2337,0.25,102.14,0.01630000000000001,100.0,400.0,8.0
7.287104,0.2334,0.25,102.98,0.016600000000000004,100.0,400.0,8.0
7.397601,0.2306,0.25,104.3,0.0194,100.0,400.0,8.0
7.503912,0.2337,0.25,104.25,0.01630000000000001,100.0,400.0,8.0
7.614379,0.2327,0.25,105.4,0.01730000000000001,100.0,400.0,8.0
7.720925,0.2338,0.25,105.83,0.016199999999999992,100.0,400.0,8.0
7.827571,0.2379,0.25,105.74,0.0121,100.0,400.0,8.0
7.938279,0.2459,0.25,104.81,0.0040999999999999925,100.0,400.0,8.0
8.044642,0.238,0.25,107.31,0.01200000000000001,100.0,400.0,8.0
8.155003,0.245,0.25,105.71,0.0050000000000000044,100.0,400.0,8.0
8.261602,0.2356,0.25,108.49,0.014399999999999996,100.0,400.0,8.0
8.368582,0.2421,0.25,107.01,0.00789999999999999,100.0,400.0,8.0
8.47869,0.2474,0.25,106.69,0.002599999999999991,100.0,400.0,8.0
8.585172,0.2463,0.25,107.42,0.003700000000000009,100.0,400.0,8.0
8.695709,0.2415,0.25,108.54,0.008500000000000008,100.0,400.0,8.0
8.802287,0.2473,0.25,107.3,0.002700000000000008,100.0,400.0,8.0
8.908922,0.2375,0.25,109.97,0.012500000000000011,100.0,400.0,8.0
9.019276,0.2481,0.25,107.5,0.0019000000000000128,100.0,400.0,8.0
9.126098,0.2483,0.25,108.32,0.001700000000000007,100.0,400.0,8.0
9.236319,0.2459,0.25,108.93,0.0040999999999999925,100.0,400.0,8.0
9.342769,0.2473,0.25,108.62,0.002700000000000008,100.0,400.0,8.0
9.451249,0.2409,0.25,110.23,0.009099999999999997,100.0,400.0,8.0
9.559867,0.2497,0.25,108.25,0.0002999999999999947,100.0,400.0,8.0
9.666534,0.2498,0.25,108.9,0.00020000000000000573,100.0,400.0,8.0
9.773006,0.2483,0.25,109.24,0.001700000000000007,100.0,400.0,8.0
9.883513,0.249,0.25,109.05,0.0010000000000000009,100.0,400.0,8.0
9.989999,0.2457,0.25,109.85,0.004299999999999998,100.0,400.0,8.0
10.100549,0.2455,0.25,109.83,0.004500000000000004,100.0,400.0,8.0
10.207292,0.2532,0.25,108.36,0.0031999999999999806,100.0,400.0,8.0
10.31359,0.247,0.25,110.12,0.0030000000000000027,100.0,400.0,8.0
10.424235,0.2475,0.25,109.7,0.0025000000000000022,100.0,400.0,8.0
10.530676,0.2493,0.25,109.46,0.0007000000000000062,100.0,400.0,8.0
10.64124,0.2441,0.25,110.75,0.005899999999999989,100.0,400.0,8.0
10.748003,0.2544,0.25,108.37,0.004400000000000015,100.0,400.0,8.0
