Tiempo,Velocidad,Setpoint,PWM,Error,KP,KI,KD
1.113324,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.219778,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.326424,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.43269,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.539267,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.641742,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.748384,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.85472,0.0,0.0,0.0,0.0,130.0,450.0,0.05
1.96118,0.0,0.0,0.0,0.0,130.0,450.0,0.05
2.067861,0.0,0.0,0.0,0.0,130.0,450.0,0.05
2.227518,0.0,0.5,97.8,0.5,130.0,450.0,0.05
2.333947,0.361,0.5,57.29,0.139,130.0,450.0,0.05
2.440751,0.304,0.5,74.33,0.196,130.0,450.0,0.05
2.551177,0.3334,0.5,78.49,0.16660000000000003,130.0,450.0,0.05
2.657431,0.363,0.5,81.23,0.137,130.0,450.0,0.05
2.763836,0.3782,0.5,85.13,0.12180000000000002,130.0,450.0,0.05
2.870397,0.3981,0.5,87.44,0.10189999999999999,130.0,450.0,0.05
2.976987,0.4047,0.5,91.22,0.0953,130.0,450.0,0.05
3.084292,0.4277,0.5,91.68,0.07229999999999998,130.0,450.0,0.05
3.189961,0.4268,0.5,95.36,0.07319999999999999,130.0,450.0,0.05
3.300463,0.451,0.5,94.54,0.04899999999999999,130.0,450.0,0.05
3.406759,0.4402,0.5,98.87,0.05980000000000002,130.0,450.0,0.05
3.513295,0.4553,0.5,99.07,0.04470000000000002,130.0,450.0,0.05
3.619949,0.4734,0.5,97.99,0.026600000000000013,130.0,450.0,0.05
3.72647,0.4563,0.5,102.35,0.04370000000000002,130.0,450.0,0.05
3.833155,0.483,0.5,99.69,0.017000000000000015,130.0,450.0,0.05
3.943426,0.4715,0.5,102.56,0.028500000000000025,130.0,450.0,0.05
4.050188,0.4733,0.5,103.62,0.0267,130.0,450.0,0.05
4.160447,0.4886,0.5,102.18,0.011400000000000021,130.0,450.0,0.05
4.267038,0.4837,0.5,103.62,0.01629999999999998,130.0,450.0,0.05
4.373447,0.4812,0.5,104.87,0.018799999999999983,130.0,450.0,0.05
4.484045,0.4998,0.5,102.44,0.00019999999999997797,130.0,450.0,0.05
4.590566,0.4792,0.5,106.17,0.020799999999999985,130.0,450.0,0.05
4.701075,0.5033,0.5,102.86,0.0032999999999999696,130.0,450.0,0.05
4.807654,0.4845,0.5,106.08,0.015500000000000014,130.0,450.0,0.05
4.91421,0.4968,0.5,104.62,0.0031999999999999806,130.0,450.0,0.05
5.025161,0.4986,0.5,104.46,0.0014000000000000123,130.0,450.0,0.05
5.131254,0.4938,0.5,105.39,0.006199999999999983,130.0,450.0,0.05
5.241782,0.4921,0.5,105.99,0.007900000000000018,130.0,450.0,0.05
5.348353,0.5006,0.5,104.86,0.0006000000000000449,130.0,450.0,0.05
5.454857,0.4941,0.5,105.99,0.005900000000000016,130.0,450.0,0.05
5.565688,0.4981,0.5,105.56,0.0019000000000000128,130.0,450.0,0.05
5.671934,0.4994,0.5,105.42,0.0005999999999999894,130.0,450.0,0.05
5.78233,0.4917,0.5,106.83,0.008299999999999974,130.0,450.0,0.05
5.889008,0.5088,0.5,104.17,0.00880000000000003,130.0,450.0,0.05
5.995548,0.4891,0.5,107.29,0.01090000000000002,130.0,450.0,0.05
6.14306,0.5061,0.5,104.67,0.006099999999999994,130.0,450.0,0.05
6.249443,0.4911,0.5,107.06,0.008900000000000019,130.0,450.0,0.05
6.35992,0.506,0.5,104.82,0.006000000000000005,130.0,450.0,0.05
6.466394,0.4936,0.5,106.76,0.006400000000000017,130.0,450.0,0.05
6.573153,0.4993,0.5,106.04,0.0006999999999999784,130.0,450.0,0.05
6.683668,0.5015,0.5,105.68,0.0014999999999999458,130.0,450.0,0.05
6.790008,0.5003,0.5,105.83,0.00029999999999996696,130.0,450.0,0.05
6.901045,0.4916,0.5,107.37,0.008400000000000019,130.0,450.0,0.05
7.007196,0.5127,0.5,104.0,0.012700000000000045,130.0,450.0,0.05
